attribution_model,journey_id,channel,campaign,attributed_conversions,attributed_revenue
Linear,J00297,Organic Search,comparison_page,0.2,51.732000000000006
Linear,J00297,LinkedIn Ads,decision_makers,0.2,51.732000000000006
Linear,J00297,Google Ads,high_intent_keywords,0.2,51.732000000000006
Linear,J00297,Direct,typed_url,0.2,51.732000000000006
Linear,J00299,LinkedIn Ads,decision_makers,0.5,43.69
Linear,J00299,Referral,partner_site,0.5,43.69
Linear,J00300,Meta Ads,retargeting,1.0,103.49
Linear,J00302,Organic Search,comparison_page,0.3333333333333333,256.95666666666665
Linear,J00302,Referral,affiliate_blog,0.3333333333333333,256.95666666666665
Linear,J00302,Google Ads,high_intent_keywords,0.3333333333333333,256.95666666666665
Linear,J00303,Organic Search,comparison_page,0.2,22.964
Linear,J00303,Google Ads,competitor_search,0.2,22.964
Linear,J00303,Organic Search,seo_blog,0.2,22.964
Linear,J00303,Email,newsletter,0.2,22.964
Linear,J00303,Email,abandoned_cart,0.2,22.964
Linear,J00306,Direct,typed_url,0.25,98.795
Linear,J00306,Organic Search,seo_blog,0.25,98.795
Linear,J00306,TikTok Ads,short_video_awareness,0.25,98.795
Linear,J00306,Direct,direct_visit,0.25,98.795
Linear,J00309,Organic Search,seo_blog,0.25,23.895
Linear,J00309,Organic Search,comparison_page,0.25,23.895
Linear,J00309,LinkedIn Ads,saas_trial,0.25,23.895
Linear,J00309,LinkedIn Ads,saas_trial,0.25,23.895
Linear,J00310,Organic Search,how_to_guide,0.3333333333333333,41.02
Linear,J00310,Google Ads,high_intent_keywords,0.3333333333333333,41.02
Linear,J00310,Google Ads,brand_search,0.3333333333333333,41.02
Linear,J00317,Google Ads,brand_search,0.25,89.26
Linear,J00317,Email,trial_nurture,0.25,89.26
Linear,J00317,Meta Ads,retargeting,0.25,89.26
Linear,J00317,Email,abandoned_cart,0.25,89.26
Linear,J00318,Direct,typed_url,0.25,87.725
Linear,J00318,Organic Search,comparison_page,0.25,87.725
Linear,J00318,Organic Search,how_to_guide,0.25,87.725
Linear,J00318,Direct,direct_visit,0.25,87.725
Linear,J00322,Google Ads,high_intent_keywords,1.0,88.8
Linear,J00324,Organic Search,how_to_guide,0.16666666666666666,18.80666666666667
Linear,J00324,Organic Search,comparison_page,0.16666666666666666,18.80666666666667
Linear,J00324,LinkedIn Ads,b2b_leads,0.16666666666666666,18.80666666666667
Linear,J00324,Google Ads,competitor_search,0.16666666666666666,18.80666666666667
Linear,J00324,Google Ads,competitor_search,0.16666666666666666,18.80666666666667
Linear,J00324,Google Ads,competitor_search,0.16666666666666666,18.80666666666667
Linear,J00325,LinkedIn Ads,decision_makers,0.14285714285714285,17.76142857142857
Linear,J00325,Meta Ads,lookalike_1pct,0.14285714285714285,17.76142857142857
Linear,J00325,Google Ads,high_intent_keywords,0.14285714285714285,17.76142857142857
Linear,J00325,Email,trial_nurture,0.14285714285714285,17.76142857142857
Linear,J00325,Referral,partner_site,0.14285714285714285,17.76142857142857
Linear,J00325,Referral,software_review,0.14285714285714285,17.76142857142857
Linear,J00325,Direct,typed_url,0.14285714285714285,17.76142857142857
Linear,J00330,Meta Ads,interest_stack,0.14285714285714285,38.36857142857143
Linear,J00330,Direct,direct_visit,0.14285714285714285,38.36857142857143
Linear,J00330,Google Ads,high_intent_keywords,0.14285714285714285,38.36857142857143
Linear,J00330,Meta Ads,retargeting,0.14285714285714285,38.36857142857143
Linear,J00330,Meta Ads,lookalike_1pct,0.14285714285714285,38.36857142857143
Linear,J00330,Organic Search,seo_blog,0.14285714285714285,38.36857142857143
Linear,J00330,Direct,direct_visit,0.14285714285714285,38.36857142857143
Linear,J00331,TikTok Ads,ugc_demo,0.16666666666666666,54.16166666666667
Linear,J00331,Google Ads,brand_search,0.16666666666666666,54.16166666666667
Linear,J00331,Google Ads,high_intent_keywords,0.16666666666666666,54.16166666666667
Linear,J00331,TikTok Ads,creator_spark,0.16666666666666666,54.16166666666667
Linear,J00331,Email,trial_nurture,0.16666666666666666,54.16166666666667
Linear,J00331,Email,trial_nurture,0.16666666666666666,54.16166666666667
Linear,J00334,TikTok Ads,short_video_awareness,0.3333333333333333,42.96
Linear,J00334,Meta Ads,interest_stack,0.3333333333333333,42.96
Linear,J00334,Google Ads,competitor_search,0.3333333333333333,42.96
Linear,J00335,LinkedIn Ads,decision_makers,0.2,19.306
Linear,J00335,Organic Search,comparison_page,0.2,19.306
Linear,J00335,LinkedIn Ads,b2b_leads,0.2,19.306
Linear,J00335,Meta Ads,retargeting,0.2,19.306
Linear,J00335,Direct,direct_visit,0.2,19.306
Linear,J00336,Google Ads,high_intent_keywords,0.2,79.686
Linear,J00336,Meta Ads,retargeting,0.2,79.686
Linear,J00336,TikTok Ads,creator_spark,0.2,79.686
Linear,J00336,Organic Search,comparison_page,0.2,79.686
Linear,J00336,Google Ads,competitor_search,0.2,79.686
Linear,J00338,Email,trial_nurture,1.0,97.83
Linear,J00343,Organic Search,seo_blog,1.0,105.51
Linear,J00344,LinkedIn Ads,saas_trial,0.16666666666666666,21.436666666666667
Linear,J00344,Direct,typed_url,0.16666666666666666,21.436666666666667
Linear,J00344,LinkedIn Ads,b2b_leads,0.16666666666666666,21.436666666666667
Linear,J00344,Direct,typed_url,0.16666666666666666,21.436666666666667
Linear,J00344,LinkedIn Ads,saas_trial,0.16666666666666666,21.436666666666667
Linear,J00344,Google Ads,high_intent_keywords,0.16666666666666666,21.436666666666667
Linear,J00345,TikTok Ads,creator_spark,0.5,49.855
Linear,J00345,Direct,saved_link,0.5,49.855
Linear,J00346,Organic Search,seo_blog,0.5,503.4
Linear,J00346,LinkedIn Ads,decision_makers,0.5,503.4
Linear,J00351,TikTok Ads,ugc_demo,0.25,24.855
Linear,J00351,TikTok Ads,ugc_demo,0.25,24.855
Linear,J00351,Organic Search,comparison_page,0.25,24.855
Linear,J00351,Email,newsletter,0.25,24.855
Linear,J00358,Organic Search,comparison_page,0.25,76.805
Linear,J00358,Direct,typed_url,0.25,76.805
Linear,J00358,Organic Search,how_to_guide,0.25,76.805
Linear,J00358,Google Ads,competitor_search,0.25,76.805
Linear,J00360,Direct,typed_url,0.3333333333333333,108.31
Linear,J00360,Organic Search,how_to_guide,0.3333333333333333,108.31
Linear,J00360,LinkedIn Ads,saas_trial,0.3333333333333333,108.31
Linear,J00362,Organic Search,seo_blog,1.0,902.5
Linear,J00363,Meta Ads,interest_stack,0.2,18.584
Linear,J00363,Organic Search,how_to_guide,0.2,18.584
Linear,J00363,Referral,partner_site,0.2,18.584
Linear,J00363,LinkedIn Ads,saas_trial,0.2,18.584
Linear,J00363,Email,newsletter,0.2,18.584
Linear,J00365,Organic Search,comparison_page,0.3333333333333333,119.32666666666667
Linear,J00365,LinkedIn Ads,decision_makers,0.3333333333333333,119.32666666666667
Linear,J00365,LinkedIn Ads,decision_makers,0.3333333333333333,119.32666666666667
Linear,J00367,Referral,affiliate_blog,0.3333333333333333,118.10000000000001
Linear,J00367,TikTok Ads,ugc_demo,0.3333333333333333,118.10000000000001
Linear,J00367,Email,newsletter,0.3333333333333333,118.10000000000001
Linear,J00368,Organic Search,seo_blog,0.2,167.53199999999998
Linear,J00368,Direct,direct_visit,0.2,167.53199999999998
Linear,J00368,Organic Search,seo_blog,0.2,167.53199999999998
Linear,J00368,Google Ads,competitor_search,0.2,167.53199999999998
Linear,J00368,TikTok Ads,short_video_awareness,0.2,167.53199999999998
Linear,J00371,TikTok Ads,short_video_awareness,0.25,32.085
Linear,J00371,Google Ads,competitor_search,0.25,32.085
Linear,J00371,Email,abandoned_cart,0.25,32.085
Linear,J00371,Google Ads,high_intent_keywords,0.25,32.085
Linear,J00374,Meta Ads,interest_stack,0.25,211.11
Linear,J00374,Email,trial_nurture,0.25,211.11
Linear,J00374,LinkedIn Ads,saas_trial,0.25,211.11
Linear,J00374,Direct,saved_link,0.25,211.11
Linear,J00378,TikTok Ads,ugc_demo,0.25,30.55
Linear,J00378,Direct,direct_visit,0.25,30.55
Linear,J00378,Direct,saved_link,0.25,30.55
Linear,J00378,Google Ads,high_intent_keywords,0.25,30.55
Linear,J00379,Google Ads,competitor_search,0.2,21.996000000000002
Linear,J00379,Meta Ads,interest_stack,0.2,21.996000000000002
Linear,J00379,Google Ads,competitor_search,0.2,21.996000000000002
Linear,J00379,Meta Ads,interest_stack,0.2,21.996000000000002
Linear,J00379,Email,newsletter,0.2,21.996000000000002
Linear,J00380,Email,newsletter,0.25,25.7375
Linear,J00380,Organic Search,seo_blog,0.25,25.7375
Linear,J00380,Email,newsletter,0.25,25.7375
Linear,J00380,Google Ads,competitor_search,0.25,25.7375
Linear,J00381,Referral,affiliate_blog,0.25,23.2975
Linear,J00381,Referral,software_review,0.25,23.2975
Linear,J00381,Direct,typed_url,0.25,23.2975
Linear,J00381,Direct,saved_link,0.25,23.2975
Linear,J00382,Meta Ads,lookalike_1pct,0.2,22.2
Linear,J00382,Direct,typed_url,0.2,22.2
Linear,J00382,LinkedIn Ads,b2b_leads,0.2,22.2
Linear,J00382,TikTok Ads,short_video_awareness,0.2,22.2
Linear,J00382,Meta Ads,interest_stack,0.2,22.2
Linear,J00383,Direct,saved_link,0.25,67.0725
Linear,J00383,Meta Ads,lookalike_1pct,0.25,67.0725
Linear,J00383,Email,abandoned_cart,0.25,67.0725
Linear,J00383,Google Ads,high_intent_keywords,0.25,67.0725
Linear,J00384,TikTok Ads,short_video_awareness,0.25,68.9575
Linear,J00384,Organic Search,comparison_page,0.25,68.9575
Linear,J00384,Organic Search,seo_blog,0.25,68.9575
Linear,J00384,Direct,direct_visit,0.25,68.9575
Linear,J00386,Meta Ads,lookalike_1pct,0.25,69.21
Linear,J00386,Organic Search,comparison_page,0.25,69.21
Linear,J00386,Organic Search,how_to_guide,0.25,69.21
Linear,J00386,Google Ads,brand_search,0.25,69.21
Linear,J00387,Google Ads,high_intent_keywords,0.2,21.644
Linear,J00387,Referral,partner_site,0.2,21.644
Linear,J00387,Email,abandoned_cart,0.2,21.644
Linear,J00387,Organic Search,seo_blog,0.2,21.644
Linear,J00387,Google Ads,high_intent_keywords,0.2,21.644
Linear,J00389,Meta Ads,lookalike_1pct,0.5,65.45
Linear,J00389,LinkedIn Ads,decision_makers,0.5,65.45
Linear,J00391,Google Ads,high_intent_keywords,0.14285714285714285,14.212857142857143
Linear,J00391,LinkedIn Ads,decision_makers,0.14285714285714285,14.212857142857143
Linear,J00391,Google Ads,brand_search,0.14285714285714285,14.212857142857143
Linear,J00391,LinkedIn Ads,b2b_leads,0.14285714285714285,14.212857142857143
Linear,J00391,Email,newsletter,0.14285714285714285,14.212857142857143
Linear,J00391,TikTok Ads,creator_spark,0.14285714285714285,14.212857142857143
Linear,J00391,Direct,saved_link,0.14285714285714285,14.212857142857143
Linear,J00393,Organic Search,how_to_guide,0.16666666666666666,54.63666666666666
Linear,J00393,Referral,affiliate_blog,0.16666666666666666,54.63666666666666
Linear,J00393,Direct,direct_visit,0.16666666666666666,54.63666666666666
Linear,J00393,TikTok Ads,short_video_awareness,0.16666666666666666,54.63666666666666
Linear,J00393,Google Ads,high_intent_keywords,0.16666666666666666,54.63666666666666
Linear,J00393,Google Ads,high_intent_keywords,0.16666666666666666,54.63666666666666
Linear,J00397,LinkedIn Ads,b2b_leads,0.25,90.95
Linear,J00397,Referral,affiliate_blog,0.25,90.95
Linear,J00397,Meta Ads,lookalike_1pct,0.25,90.95
Linear,J00397,Organic Search,how_to_guide,0.25,90.95
Linear,J00399,Google Ads,competitor_search,1.0,353.86
Linear,J00403,TikTok Ads,creator_spark,0.2,55.974000000000004
Linear,J00403,Direct,direct_visit,0.2,55.974000000000004
Linear,J00403,Email,trial_nurture,0.2,55.974000000000004
Linear,J00403,LinkedIn Ads,decision_makers,0.2,55.974000000000004
Linear,J00403,Google Ads,high_intent_keywords,0.2,55.974000000000004
Linear,J00404,TikTok Ads,short_video_awareness,0.25,68.985
Linear,J00404,Email,newsletter,0.25,68.985
Linear,J00404,Google Ads,competitor_search,0.25,68.985
Linear,J00404,Organic Search,seo_blog,0.25,68.985
Linear,J00406,Organic Search,seo_blog,0.2,65.506
Linear,J00406,Organic Search,comparison_page,0.2,65.506
Linear,J00406,Google Ads,high_intent_keywords,0.2,65.506
Linear,J00406,Google Ads,brand_search,0.2,65.506
Linear,J00406,Referral,affiliate_blog,0.2,65.506
Linear,J00407,TikTok Ads,short_video_awareness,0.25,77.7875
Linear,J00407,Meta Ads,retargeting,0.25,77.7875
Linear,J00407,Google Ads,competitor_search,0.25,77.7875
Linear,J00407,Organic Search,seo_blog,0.25,77.7875
Linear,J00409,Organic Search,how_to_guide,0.14285714285714285,18.004285714285714
Linear,J00409,Email,newsletter,0.14285714285714285,18.004285714285714
Linear,J00409,Email,newsletter,0.14285714285714285,18.004285714285714
Linear,J00409,Organic Search,comparison_page,0.14285714285714285,18.004285714285714
Linear,J00409,Meta Ads,retargeting,0.14285714285714285,18.004285714285714
Linear,J00409,TikTok Ads,short_video_awareness,0.14285714285714285,18.004285714285714
Linear,J00409,Email,abandoned_cart,0.14285714285714285,18.004285714285714
Linear,J00413,Organic Search,seo_blog,0.25,21.555
Linear,J00413,Direct,saved_link,0.25,21.555
Linear,J00413,Meta Ads,interest_stack,0.25,21.555
Linear,J00413,Google Ads,brand_search,0.25,21.555
Linear,J00414,Organic Search,seo_blog,0.16666666666666666,15.546666666666667
Linear,J00414,Google Ads,high_intent_keywords,0.16666666666666666,15.546666666666667
Linear,J00414,Meta Ads,lookalike_1pct,0.16666666666666666,15.546666666666667
Linear,J00414,Meta Ads,lookalike_1pct,0.16666666666666666,15.546666666666667
Linear,J00414,LinkedIn Ads,b2b_leads,0.16666666666666666,15.546666666666667
Linear,J00414,Direct,direct_visit,0.16666666666666666,15.546666666666667
Linear,J00415,Referral,software_review,0.25,69.8875
Linear,J00415,LinkedIn Ads,saas_trial,0.25,69.8875
Linear,J00415,Email,abandoned_cart,0.25,69.8875
Linear,J00415,Organic Search,comparison_page,0.25,69.8875
Linear,J00416,Organic Search,comparison_page,0.25,223.275
Linear,J00416,Organic Search,seo_blog,0.25,223.275
Linear,J00416,Meta Ads,lookalike_1pct,0.25,223.275
Linear,J00416,Direct,saved_link,0.25,223.275
Linear,J00417,Direct,typed_url,0.3333333333333333,31.26
Linear,J00417,Organic Search,seo_blog,0.3333333333333333,31.26
Linear,J00417,Email,abandoned_cart,0.3333333333333333,31.26
Linear,J00419,LinkedIn Ads,saas_trial,0.3333333333333333,34.81
Linear,J00419,Organic Search,seo_blog,0.3333333333333333,34.81
Linear,J00419,LinkedIn Ads,decision_makers,0.3333333333333333,34.81
Linear,J00420,TikTok Ads,short_video_awareness,0.14285714285714285,16.771428571428572
Linear,J00420,Organic Search,seo_blog,0.14285714285714285,16.771428571428572
Linear,J00420,Meta Ads,retargeting,0.14285714285714285,16.771428571428572
Linear,J00420,Referral,software_review,0.14285714285714285,16.771428571428572
Linear,J00420,Direct,saved_link,0.14285714285714285,16.771428571428572
Linear,J00420,Meta Ads,lookalike_1pct,0.14285714285714285,16.771428571428572
Linear,J00420,Organic Search,comparison_page,0.14285714285714285,16.771428571428572
Linear,J00422,Email,abandoned_cart,0.3333333333333333,35.473333333333336
Linear,J00422,Organic Search,seo_blog,0.3333333333333333,35.473333333333336
Linear,J00422,Direct,direct_visit,0.3333333333333333,35.473333333333336
Linear,J00423,TikTok Ads,ugc_demo,0.2,209.558
Linear,J00423,Organic Search,seo_blog,0.2,209.558
Linear,J00423,LinkedIn Ads,saas_trial,0.2,209.558
Linear,J00423,Email,trial_nurture,0.2,209.558
Linear,J00423,Google Ads,high_intent_keywords,0.2,209.558
Linear,J00424,Meta Ads,lookalike_1pct,0.5,132.74
Linear,J00424,LinkedIn Ads,saas_trial,0.5,132.74
Linear,J00428,Meta Ads,lookalike_1pct,0.2,21.722
Linear,J00428,Organic Search,comparison_page,0.2,21.722
Linear,J00428,Organic Search,how_to_guide,0.2,21.722
Linear,J00428,Google Ads,competitor_search,0.2,21.722
Linear,J00428,Direct,saved_link,0.2,21.722
Linear,J00431,Meta Ads,interest_stack,0.3333333333333333,116.79
Linear,J00431,Google Ads,brand_search,0.3333333333333333,116.79
Linear,J00431,Direct,saved_link,0.3333333333333333,116.79
Linear,J00433,Google Ads,high_intent_keywords,1.0,92.28
Linear,J00434,TikTok Ads,ugc_demo,0.3333333333333333,42.86666666666667
Linear,J00434,Email,trial_nurture,0.3333333333333333,42.86666666666667
Linear,J00434,Direct,direct_visit,0.3333333333333333,42.86666666666667
Linear,J00441,Organic Search,seo_blog,0.25,30.91
Linear,J00441,LinkedIn Ads,b2b_leads,0.25,30.91
Linear,J00441,Meta Ads,retargeting,0.25,30.91
Linear,J00441,TikTok Ads,short_video_awareness,0.25,30.91
Linear,J00443,TikTok Ads,ugc_demo,0.5,48.24
Linear,J00443,Direct,typed_url,0.5,48.24
Linear,J00445,Google Ads,brand_search,0.2,23.774
Linear,J00445,Meta Ads,retargeting,0.2,23.774
Linear,J00445,LinkedIn Ads,decision_makers,0.2,23.774
Linear,J00445,Direct,direct_visit,0.2,23.774
Linear,J00445,Direct,direct_visit,0.2,23.774
Linear,J00446,Google Ads,competitor_search,0.25,91.6575
Linear,J00446,LinkedIn Ads,b2b_leads,0.25,91.6575
Linear,J00446,Meta Ads,interest_stack,0.25,91.6575
Linear,J00446,Google Ads,brand_search,0.25,91.6575
Linear,J00450,Google Ads,brand_search,0.25,33.34
Linear,J00450,Organic Search,comparison_page,0.25,33.34
Linear,J00450,Google Ads,high_intent_keywords,0.25,33.34
Linear,J00450,Email,trial_nurture,0.25,33.34
Linear,J00458,Google Ads,competitor_search,0.25,27.485
Linear,J00458,TikTok Ads,ugc_demo,0.25,27.485
Linear,J00458,Organic Search,how_to_guide,0.25,27.485
Linear,J00458,Organic Search,how_to_guide,0.25,27.485
Linear,J00459,LinkedIn Ads,decision_makers,0.16666666666666666,15.63
Linear,J00459,Referral,affiliate_blog,0.16666666666666666,15.63
Linear,J00459,LinkedIn Ads,b2b_leads,0.16666666666666666,15.63
Linear,J00459,Organic Search,comparison_page,0.16666666666666666,15.63
Linear,J00459,Direct,typed_url,0.16666666666666666,15.63
Linear,J00459,Organic Search,how_to_guide,0.16666666666666666,15.63
Linear,J00461,TikTok Ads,short_video_awareness,0.3333333333333333,315.5366666666667
Linear,J00461,LinkedIn Ads,decision_makers,0.3333333333333333,315.5366666666667
Linear,J00461,Google Ads,brand_search,0.3333333333333333,315.5366666666667
Linear,J00462,Organic Search,how_to_guide,0.16666666666666666,21.733333333333334
Linear,J00462,Google Ads,competitor_search,0.16666666666666666,21.733333333333334
Linear,J00462,Google Ads,high_intent_keywords,0.16666666666666666,21.733333333333334
Linear,J00462,Google Ads,competitor_search,0.16666666666666666,21.733333333333334
Linear,J00462,Direct,saved_link,0.16666666666666666,21.733333333333334
Linear,J00462,Organic Search,how_to_guide,0.16666666666666666,21.733333333333334
Linear,J00463,Meta Ads,interest_stack,0.2,66.046
Linear,J00463,TikTok Ads,creator_spark,0.2,66.046
Linear,J00463,Direct,direct_visit,0.2,66.046
Linear,J00463,Organic Search,how_to_guide,0.2,66.046
Linear,J00463,LinkedIn Ads,saas_trial,0.2,66.046
Linear,J00464,Email,abandoned_cart,1.0,282.04
Linear,J00466,Organic Search,seo_blog,0.16666666666666666,55.78333333333333
Linear,J00466,Referral,affiliate_blog,0.16666666666666666,55.78333333333333
Linear,J00466,Referral,partner_site,0.16666666666666666,55.78333333333333
Linear,J00466,Google Ads,brand_search,0.16666666666666666,55.78333333333333
Linear,J00466,Referral,software_review,0.16666666666666666,55.78333333333333
Linear,J00466,Direct,saved_link,0.16666666666666666,55.78333333333333
Linear,J00472,LinkedIn Ads,b2b_leads,0.3333333333333333,37.13
Linear,J00472,Referral,software_review,0.3333333333333333,37.13
Linear,J00472,Google Ads,brand_search,0.3333333333333333,37.13
Linear,J00473,Meta Ads,lookalike_1pct,0.16666666666666666,21.40833333333333
Linear,J00473,Organic Search,comparison_page,0.16666666666666666,21.40833333333333
Linear,J00473,Referral,partner_site,0.16666666666666666,21.40833333333333
Linear,J00473,Meta Ads,interest_stack,0.16666666666666666,21.40833333333333
Linear,J00473,Organic Search,seo_blog,0.16666666666666666,21.40833333333333
Linear,J00473,Direct,saved_link,0.16666666666666666,21.40833333333333
Linear,J00475,TikTok Ads,creator_spark,0.3333333333333333,292.49
Linear,J00475,Meta Ads,retargeting,0.3333333333333333,292.49
Linear,J00475,Direct,typed_url,0.3333333333333333,292.49
Linear,J00476,TikTok Ads,creator_spark,0.3333333333333333,326.69
Linear,J00476,LinkedIn Ads,b2b_leads,0.3333333333333333,326.69
Linear,J00476,Google Ads,high_intent_keywords,0.3333333333333333,326.69
Linear,J00477,Organic Search,how_to_guide,0.14285714285714285,49.41142857142857
Linear,J00477,Google Ads,brand_search,0.14285714285714285,49.41142857142857
Linear,J00477,LinkedIn Ads,b2b_leads,0.14285714285714285,49.41142857142857
Linear,J00477,Organic Search,how_to_guide,0.14285714285714285,49.41142857142857
Linear,J00477,Email,newsletter,0.14285714285714285,49.41142857142857
Linear,J00477,TikTok Ads,short_video_awareness,0.14285714285714285,49.41142857142857
Linear,J00477,Organic Search,seo_blog,0.14285714285714285,49.41142857142857
Linear,J00479,Direct,typed_url,1.0,806.17
Linear,J00481,TikTok Ads,short_video_awareness,0.5,59.995
Linear,J00481,TikTok Ads,creator_spark,0.5,59.995
Linear,J00482,Meta Ads,interest_stack,0.16666666666666666,20.728333333333335
Linear,J00482,Organic Search,seo_blog,0.16666666666666666,20.728333333333335
Linear,J00482,Meta Ads,interest_stack,0.16666666666666666,20.728333333333335
Linear,J00482,Organic Search,comparison_page,0.16666666666666666,20.728333333333335
Linear,J00482,Direct,direct_visit,0.16666666666666666,20.728333333333335
Linear,J00482,Organic Search,seo_blog,0.16666666666666666,20.728333333333335
Linear,J00485,Organic Search,comparison_page,0.25,22.135
Linear,J00485,LinkedIn Ads,decision_makers,0.25,22.135
Linear,J00485,Direct,typed_url,0.25,22.135
Linear,J00485,Email,trial_nurture,0.25,22.135
Linear,J00486,Meta Ads,lookalike_1pct,0.25,21.62
Linear,J00486,Email,trial_nurture,0.25,21.62
Linear,J00486,Meta Ads,interest_stack,0.25,21.62
Linear,J00486,Organic Search,seo_blog,0.25,21.62
Linear,J00491,Organic Search,comparison_page,0.2,232.148
Linear,J00491,Google Ads,competitor_search,0.2,232.148
Linear,J00491,Google Ads,competitor_search,0.2,232.148
Linear,J00491,Google Ads,competitor_search,0.2,232.148
Linear,J00491,Email,newsletter,0.2,232.148
Linear,J00492,TikTok Ads,creator_spark,0.25,65.14
Linear,J00492,Organic Search,seo_blog,0.25,65.14
Linear,J00492,Referral,affiliate_blog,0.25,65.14
Linear,J00492,Direct,direct_visit,0.25,65.14
Linear,J00494,Referral,affiliate_blog,0.16666666666666666,149.115
Linear,J00494,Organic Search,comparison_page,0.16666666666666666,149.115
Linear,J00494,Email,abandoned_cart,0.16666666666666666,149.115
Linear,J00494,Organic Search,seo_blog,0.16666666666666666,149.115
Linear,J00494,Google Ads,brand_search,0.16666666666666666,149.115
Linear,J00494,Email,newsletter,0.16666666666666666,149.115
Linear,J00497,Direct,typed_url,0.16666666666666666,52.76666666666667
Linear,J00497,Referral,partner_site,0.16666666666666666,52.76666666666667
Linear,J00497,Organic Search,comparison_page,0.16666666666666666,52.76666666666667
Linear,J00497,Google Ads,competitor_search,0.16666666666666666,52.76666666666667
Linear,J00497,Organic Search,how_to_guide,0.16666666666666666,52.76666666666667
Linear,J00497,Email,trial_nurture,0.16666666666666666,52.76666666666667
